product_id,product_type,join_deny,text
108,D,1,정기예금 해당사항없음 영업점 1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1% 실명의 개인/법인 최소가입금액 : 10만원이상 / 가입채널 : 영업점
109,D,1,E-정기예금 해당사항없음 인터넷 1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1% 실명의 개인/법인 최소가입금액 : 10만원이상 / 가입채널 : 인터넷뱅킹
110,D,1,DreamBig 정기예금 해당사항없음 영업점 1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1% 실명의 개인/법인 최소가입금액 : 10만원이상 / 가입채널 : 영업점
111,D,1,DreamBig E-정기예금 해당사항없음 인터넷 1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1% 실명의 개인/법인 최소가입금액 : 10만원이상 / 가입채널 : 인터넷뱅킹
112,D,1,M-DreamBig 정기예금 해당사항없음 스마트폰 1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1% 실명의 개인 최소가입금액 : 10만원이상 / 가입채널 : 모바일뱅킹
113,D,1,M-정기예금 해당사항없음 스마트폰 1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1% 실명의 개인 최소가입금액 : 10만원이상 / 가입채널 : 모바일뱅킹
114,D,1,DreamBig 정기예금(6M) 해당사항없음 영업점 1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1% 실명의 개인/법인 최소가입금액 : 10만원이상 / 가입채널 : 영업점
115,D,1,M-DreamBig 정기예금(6M) 해당사항없음 스마트폰 1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1% 실명의 개인 최소가입금액 : 10만원이상 / 가입채널 : 모바일뱅킹
116,D,1,정기예금  영업점 *만기후 1개월 이내(2019.07.01이후 예금가입자) : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율 제한없음 최소금액:10만원이상
117,D,1,"e-정기예금  인터넷,스마트폰 *만기후 1개월 이내(2019.07.01이후 예금가입자) : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율 제한없음 최소금액:10만원이상"
118,D,1,"b-정기예금  인터넷,스마트폰 *만기후 1개월 이내(2019.07.01이후 예금가입자) : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율 제한없음 최소금액:10만원이상"
119,D,1,"회전정기예금  영업점 *만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율 제한없음 * 최소금액:10만원이상
*계약기간 : 36개월 (회전주기 12개월) 
* 회전주기(매 1년)마다 약정이율 변동"
120,D,1,"비대면회전정기예금  인터넷,스마트폰 *만기후 1개월 이내 : 만기시점 동일상품 동일계약기간의 신규약정금리 *만기후 1개월 초과 :보통예금이율 제한없음 * 최소금액:10만원이상
*계약기간 : 36개월 (회전주기 12개월) 
* 회전주기(매 1년)마다 약정이율 변동"
121,D,1,"회전(6M)정기예금  영업점 *만기후 1개월 이내 : 최종만기시점 동일기간상품 신규 약정이율 *만기후 1개월 초과 :보통예금이율 제한없음 * 최소금액:10만원이상
*계약기간 : 36개월 (회전주기 6개월) 
* 회전주기(6개월)마다 약정이율 변동"
122,D,1,"비대면회전(6M)정기예금  인터넷,스마트폰 *만기후 1개월 이내 : 최종만기시점 동일기간상품 신규 약정이율 *만기후 1개월 초과 :보통예금이율 제한없음 * 최소금액:10만원이상
*계약기간 : 36개월 (회전주기 6개월) 
* 회전주기(6개월)마다 약정이율 변동"
123,D,1,"정기예금 * 최대우대금리 : 0.1%
- 창구에서 1년이상 재예치 하는 경우 + 0.1%p 영업점 - 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용 제한없음 - 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다."
124,D,1,"e-행복정기예금 (인터넷) - 없음 인터넷 - 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용 개인 - 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다."
125,D,1,"비대면정기예금 (비대면) - 없음 스마트폰 - 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용 개인 - 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.
- 가입가능시간(09:00~16:00)"
126,D,1,"톡톡정기예금 (모바일) - 없음 스마트폰 - 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리
- 1개월 이후 : 보통예금 금리 적용 개인 - 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다."
127,D,1,"푸른 정기예금 예금 가입일 기준 예금거래기간 3년 이상이며 직전 2년 평잔 10억원 이상인 고객(단, 대출관련 예금 등 제외) : 0.1%p 영업점,인터넷,스마트폰 만기 후 보통예금 금리에 연동 (단, 만기 1개월 경과시점까지는 약정금리와 만기시점 동일상품 동일계약기간의 기본금리 중 낮은 금리 적용) 제한없음 * 중도해지금리
1개월 미만 : 0.20%,
3개월 미만 : 1.20%,
6개월 미만 : 1.37%, 
12개월 미만 : 1.58%,
12개월 이상
- 연단위 기간 : 해당 기간별 가입시점 고시금리 적용
- 연단위 기간 초과분 : 초과기간에 해당하는 가입시점의 중도해지금리 적용 

* 우수고객 중도해지금리 : 실예치기간 기본금리 적용"
128,D,1,"정기예금 해당사항없음 영업점 - 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리 제한없음 영업점 가입 전용상품"
129,D,1,"e-정기예금 해당사항없음 인터넷 - 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리 제한없음 인터넷가입 전용상품"
130,D,1,"스마트정기예금 해당사항없음 스마트폰 - 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리 제한없음 스마트폰가입 전용상품"
131,D,1,"회전정기예금 해당사항없음 영업점 - 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리 제한없음 영업점 가입 전용상품 / 계약기간 : 36개월 (회전주기 12개월)"
132,D,1,"e-회전정기예금 해당사항없음 인터넷 - 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리 제한없음 인터넷가입 전용상품 / 계약기간 : 36개월 (회전주기 12개월)"
133,D,1,"스마트회전정기예금 해당사항없음 스마트폰 - 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리 제한없음 스마트폰가입 전용상품 / 계약기간 : 36개월 (회전주기 12개월)"
134,D,1,"6개월 회전정기예금 해당사항없음 영업점 - 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리 제한없음 영업점 가입 전용상품 / 계약기간 : 36개월 (회전주기 6개월)"
135,D,1,"e-6개월 회전정기예금 해당사항없음 인터넷 - 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리 제한없음 인터넷가입 전용상품 / 계약기간 : 36개월 (회전주기 6개월)"
136,D,1,"스마트 6개월 회전정기예금 해당사항없음 스마트폰 - 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리 제한없음 스마트폰가입 전용상품 / 계약기간 : 36개월 (회전주기 6개월)"
137,D,1,"정기예금 - 영업점 *만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율 제한없음 -"
138,D,1,"e-정기예금(인터넷뱅킹, 스마트뱅킹) - 인터넷,스마트폰 *만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율 제한없음 -"
139,D,1,"SB톡톡 정기예금(비대면) - 스마트폰 *만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율
*만기후 1개월 초과 : 만기시점 보통예금 이율 제한없음 -"
140,D,1,"회전yes정기예금(1년단위 변동금리상품) *회전시점의 정기예금 12개월 금리 + 우대금리 0.1% 적용, 매1년 회전주기 단위로 약정이율이 변동
*중도해지시 회전주기 충족분에는 약정이율, 잔여기간에는 중도해지이율 적용 영업점 *만기후 1개월 이내 : 약정금리(최종회전금리) 또는 만기시 동일상품 신규 약정금리 중 낮은 금리
*만기후 1개월 초과 : 만기시점 보통예금 금리 제한없음 *가입기간 36개월(회전주기 매1년)"
141,D,1,"e-회전yes정기예금(1년단위 변동금리상품) (인터넷뱅킹, 스마트뱅킹) *회전시점의 정기예금 12개월 금리 + 우대금리 0.1% 적용, 매1년 회전주기 단위로 약정이율이 변동
*중도해지시 회전주기 충족분에는 약정이율, 잔여기간에는 중도해지이율 적용 인터넷,스마트폰 *만기후 1개월 이내 : 약정금리(최종회전금리) 또는 만기시 동일상품 신규 약정금리 중 낮은 금리
*만기후 1개월 초과 : 만기시점 보통예금 금리 제한없음 *가입기간 36개월(회전주기 매1년)"
142,D,1,"SB톡톡 회전yes정기예금(1년단위 변동금리상품) (비대면) *회전시점의 정기예금 12개월 금리 + 우대금리 0.1% 적용, 매1년 회전주기 단위로 약정이율이 변동
*중도해지시 회전주기 충족분에는 약정이율, 잔여기간에는 중도해지이율 적용 스마트폰 *만기후 1개월 이내 : 약정금리(최종회전금리) 또는 만기시 동일상품 신규 약정금리 중 낮은 금리
*만기후 1개월 초과 : 만기시점 보통예금 금리 제한없음 *가입기간 36개월(회전주기 매1년)"
143,D,1,"정기예금  영업점 -30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율 제한없음 "
144,D,1,"e-정기예금  인터넷,스마트폰 -30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율 제한없음 -인터넷뱅킹, 스마트폰뱅킹 전용"
145,D,1,"회전식정기예금(1년단위 변동금리상품)  영업점 -30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율 제한없음 변동금리"
146,D,1,"e-회전식정기예금(1년단위 변동금리상품)  인터넷,스마트폰 -30일 이내 : 약정금리와 현행 고시금리중 낮은 이율
-30일 이후 : 보통예금 이율 제한없음 변동금리"
147,D,1,"정기예금(서울본점)  영업점 - 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율 제한없음 "
148,D,1,"정기예금(여수지점)  영업점 - 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율 제한없음 "
149,D,1,"e-정기예금  인터넷,스마트폰 - 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율 제한없음 인터넷, 스마트폰 전용"
150,D,1,"정기예금 - 비대면(인터넷뱅킹 또는 사이다뱅크APP)우대금리 : 연0.1% 영업점,인터넷,스마트폰 - 만기 후 1개월 이하: 약정금리

- 만기 후 1개월 초과: 연0.2% 제한없음 "
151,D,1,"정기예금(1년변동금리) - 비대면(인터넷뱅킹 또는 사이다뱅크APP)우대금리 : 연0.1%

- 금리변동주기우대금리 : 연0.1% 영업점,인터넷,스마트폰 - 만기 후 1개월 이하: 마지막 금리변동주기 약정금리

- 만기 후 1개월 초과: 연0.2% 제한없음 -1년 마다 고시이율이 적용되는 변동금리 상품"
152,D,1,"정기예금  영업점 * 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리 제한없음 1. 최소가입금액: 10만원이상
2. 정기예금 12개월 초과 2.70% (정기예금 12개월만 3.20% 적용)"
153,D,1,"스마트정기예금(인터넷)  인터넷 * 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리 제한없음 1. 최소가입금액: 10만원이상
2. 정기예금 12개월 초과 2.70% (정기예금 12개월만 3.22% 적용)"
154,D,1,"SB톡톡 정기예금(비대면)  스마트폰 * 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리 제한없음 1. 최소가입금액: 10만원이상
2. 정기예금 12개월 초과 2.70% (정기예금 12개월만 3.22% 적용)"
155,D,1,"바로6개월 정기예금  영업점 * 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리 제한없음 1. 최소가입금액: 10만원이상"
156,D,1,"바로6개월 정기예금(비대면)  인터넷,스마트폰 * 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리
* 만기후 1개월 초과 : 보통예금 금리 제한없음 1. 최소가입금액: 10만원이상"
157,D,1,"Fi 정기예금 (대면)  인터넷,스마트폰 - 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1% 제한없음 * 중도해지이율 (경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 
12개월미만 : 약정이율X60%, 12개월이상 : 약정이율X70%"
158,D,1,"Fi 정기예금 (비대면)  인터넷,스마트폰 - 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1% 제한없음 * 중도해지이율 (경과기간별 차등 적용)
- 1개월미만 : 가입일의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 
12개월미만 : 약정이율X60%, 12개월이상 : 약정이율X70%"
159,D,1,"Fi 리볼빙 정기예금 (대면)  영업점 - 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1% 제한없음 * 변동금리 상품 :가입기간36개월(가입 후 매1년 회전주기 단위로 약정이율 변동) /약정이율 : 회전시점의 Fi정기예금(비대면) 12개월 금리+0.05% / 중도해지이율 : 1개월미만 : 신규일(또는 최종회전일)의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 12개월미만 : 약정이율X60%"
160,D,1,"Fi 리볼빙 정기예금 (비대면)  인터넷,스마트폰 - 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1% 제한없음 * 변동금리 상품 :가입기간은 36개월(가입 후 매1년 회전주기 단위로 약정이율 변동) /약정이율 : 회전시점의 Fi정기예금(비대면) 12개월 금리+0.05% /중도해지이율 : 1개월미만 : 신규일(또는 최종회전일)의 보통예금 금리, 6개월미만 : 약정이율X50%, 9개월미만 : 약정이율X55%, 12개월미만 : 약정이율X60%"
161,D,1,"Fi 자유해지 정기예금(변동) (대면)  영업점 - 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1% 제한없음 * 변동금리상품: 가입기간은 36개월(가입후 매 3개월 단위로 약정이율 변동) / 약정이율 : 회전시점의 동일채널별 'Fi저축예금' 금리+0.30% / 중도해지이율 : 중도해지 시점 해당계좌의 약정금리와 동일"
162,D,1,"Fi 자유해지 정기예금(변동) (비대면)  인터넷,스마트폰 - 1개월 까지 : 마지막 회전도래 시 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1% 제한없음 * 변동금리상품: 가입기간은 36개월(가입후 매 3개월 단위로 약정이율 변동) / 약정이율 : 회전시점의 동일채널별 'Fi저축예금' 금리+0.30% / 중도해지이율 : 중도해지 시점 해당계좌의 약정금리와 동일"
163,D,1,"Fi 하이브리드 정기예금 (대면)  영업점 - 1개월 까지 : 당초 기본금리와 만기시점 기본금리를 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1% 제한없음 * 하루만 맡겨도 기본금리 적용, 만기시에는 추가금리가 더해지는 12개월 정기예금
*중도해지이율 : 기본금리
*만기해지이율 : 기본금리+추가금리"
164,D,1,"Fi 하이브리드 정기예금 (비대면)  인터넷,스마트폰 - 1개월 까지 : 당초 기본금리와 만기시점 기본금리를 비교하여 낮은 금리 적용
- 1개월 초과 : 연0.1% 제한없음 * 하루만 맡겨도 기본금리 적용, 만기시에는 추가금리가 더해지는 12개월 정기예금
*중도해지이율 : 기본금리
*만기해지이율 : 기본금리+추가금리"
165,D,1,"Fi 리볼빙 정기예금(6M)(대면)  영업점 - 만기후 1개월이내 : 마지막 회전도래시 약정이율 또는 만기시점 동일상품의 신규 약정이율 중 낮은 이율
- 만기후 1개월초과 : 연 0.1% 제한없음 * 변동금리 상품 : 가입기간 36개월 (가입 후 매 6개월 회전주기 단위로 약정이율 변동)
* 중도해지이율 : 1개월미만 - 신규일의 보통예금 금리, 6개월미만 : 약정이율X50%,"
166,D,1,"Fi 리볼빙 정기예금(6M)(비대면)  인터넷,스마트폰 - 만기후 1개월이내 : 마지막 회전도래시 약정이율 또는 만기시점 동일상품의 신규 약정이율 중 낮은 이율
- 만기후 1개월초과 : 연 0.1% 제한없음 * 변동금리 상품 : 가입기간 36개월 (가입 후 매 6개월 회전주기 단위로 약정이율 변동)
* 중도해지이율 : 1개월미만 - 신규일의 보통예금 금리, 6개월미만 : 약정이율X50%,"
167,D,1,"정기예금  영업점 만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리 제한없음 "
168,D,1,"e-정기예금  인터넷,스마트폰 만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리 제한없음 "
169,D,1,"회전정기예금 (변동금리)  영업점 만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리 제한없음 "
170,D,1,"SB톡톡 정기예금 (비대면)  스마트폰 만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리 제한없음 "
171,D,1,"e-회전정기예금 (변동금리)  인터넷,스마트폰 만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리 제한없음 "
172,D,1,"SB톡톡 회전정기예금 (비대면)  스마트폰 만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리 제한없음 "
173,D,1,"정기예금 - 영업점 *2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%) 비거주 외국인 외 제한없음 -"
174,D,1,"정기예금(비대면) - 인터넷,스마트폰 *2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%) 비거주 외국인 외 제한없음 -"
175,D,1,"회전정기예금 - 영업점 *2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%) 비거주 외국인 외 제한없음 -"
176,D,1,"회전정기예금(비대면) - 인터넷,스마트폰 *2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%) 비거주 외국인 외 제한없음 -"
177,D,1,"GPS 정기예금(비대면) - 인터넷,스마트폰 *2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%) -비거주 외국인 외 제한없음 - 비대면 전용 -"
178,D,1,"GPS회전정기예금(비대면) - 인터넷,스마트폰 *2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)
*2019.07.01 가입분부터 
1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율
1개월초과: 보통예금이자율(현재0.1%) -비거주 외국인 외 제한없음 -비대면전용 -"
179,D,1,"꿈 찾아 정기예금  영업점 만기후 1개월까지는 계약당시 금리와 만기시점 해당금리를 비교하여 낮은 금리 적용
만기후 1개월 초과 이후로는 보통예금 금리 적용 제한없음 만기후 1개월까지는 계약당시 금리와 만기시점 해당금리를 비교하여 낮은 금리 적용
만기후 1개월 초과 이후로는 보통예금 금리 적용"
180,D,1,"꿈 찾아 정기예금(비대면)  스마트폰 만기후 1개월까지는 계약당시 금리와 만기시점 해당금리를 비교하여 낮은 금리 적용
만기후 1개월 초과 이후로는 보통예금 금리 적용 만 19세 이상의 개인 만기후 1개월까지는 계약당시 금리와 만기시점 해당금리를 비교하여 낮은 금리 적용
만기후 1개월 초과 이후로는 보통예금 금리 적용"
181,D,1,"정기예금  영업점 *1개월이하 : 약정이율 범위 내 현행이율
*1개월초과: 보통예금 이율 제한없음 "
182,D,1,"정기예금(비대면)  인터넷,스마트폰 *1개월이하 : 약정이율 범위 내 현행이율
*1개월초과: 보통예금 이율 제한없음 "
183,D,1,"정기예금  영업점 - 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율 제한없음 "
184,D,1,"E-정기예금  인터넷 - 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율 제한없음 "
185,D,1,"S-정기예금  스마트폰 - 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율 제한없음 "
186,D,1,"비대면 정기예금  스마트폰 - 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율 제한없음 "
187,D,1,"정기예금  영업점 - 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율 제한없음 "
188,D,1,"정기예금(비대면)  인터넷,스마트폰 - 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율 제한없음(단,미성년자,비거주외국인제외) "
189,D,1,"정기예금  영업점 -1개월이내 : 약정이율
-1개월초과 : 보통예금이율 -제한없음 -없음"
190,D,1,"e-정기예금  인터넷,스마트폰 -1개월이내 : 약정이율
-1개월초과 : 보통예금이율 -만19세이상의 개인 -통장을 발급하지 않는 온라인 전용상품으로 영업점 해지시 우대금리 적용불가"
191,D,1,"회전정기예금  영업점 -1개월이내 : 약정이율
-1개월초과 : 보통예금이율 -제한없음 - 상품최초 가입일자부터 1년이 경과하여 해지하는 경우에는 금번 금리변경＊전 일자까지는 약정이율이 적용되고, 금번 금리변경일 이후 1년 경과 전 중도해지 시 위 기간별 중도해지이율이 적용됩니다.
* 본건 회전식정기예금 금리는 최초가입 일부터 1년 단위로 변경 적용되며, 적용되는 약정이율은 
금리변경일의 당행 회전식 정기예금 금리가 적용됩니다."
192,D,1,"e-회전정기예금  인터넷,스마트폰 -1개월이내 : 약정이율
-1개월초과 : 보통예금이율 -만19세이상의 개인 - 상품최초 가입일자부터 1년이 경과하여 해지하는 경우에는 금번 금리변경＊전 일자까지는 약정이율이 적용되고, 금번 금리변경일 이후 1년 경과 전 중도해지 시 위 기간별 중도해지이율이 적용됩니다.
* 본건 회전식정기예금 금리는 최초가입 일부터 1년 단위로 변경 적용되며, 적용되는 약정이율은 
금리변경일의 당행 e-회전식 정기예금 금리가 적용됩니다."
193,D,1,"정기예금 창구전용상품 영업점 ① 만기 후 1개월 이내 : 약정금리
② 만기 후 1개월 초과 : 보통예금 이율 (0.2%) 제한없음 중도해지이율 - ① 1개월 미만 : 보통예금이율 (0.2%)
② 1개월이상~6개월미만 : 약정이율X50%
③ 6개월이상~12개월미만 : 약정이율X55%
④ 12개월이상~24개월미만 : 약정이율X60%
⑤ 24개월이상~36개월미만 : 약정이율X70%"
194,D,1,"e-정기예금 - 인터넷,스마트폰 ① 만기 후 1개월 이내 : 약정금리
② 만기 후 1개월 초과 : 보통예금 이율 (0.2%) 인터넷 및 모바일뱅킹 사용자 중도해지이율 - ① 1개월 미만 : 보통예금이율 (0.2%)
② 1개월이상~6개월미만 : 약정이율X50%
③ 6개월이상~12개월미만 : 약정이율X55%
④ 12개월이상~24개월미만 : 약정이율X60%
⑤ 24개월이상~36개월미만 : 약정이율X70%"
195,D,1,"비대면-정기예금 - 스마트폰 ① 만기 후 1개월 이내 : 약정금리
② 만기 후 1개월 초과 : 보통예금 이율 (0.2%) 비대면 어플사용자 중도해지이율 - ① 1개월 미만 : 보통예금이율 (0.2%)
② 1개월이상~6개월미만 : 약정이율X50%
③ 6개월이상~12개월미만 : 약정이율X55%
④ 12개월이상~24개월미만 : 약정이율X60%
⑤ 24개월이상~36개월미만 : 약정이율X70%"
196,D,1,"회전정기예금(1년단위,변동금리) 창구전용상품 영업점 ① 만기 후 1개월 이내 : 최종회전금리와 만기시 동일상품 신규 약정금리 중 낮은 금리
② 만기 후 1개월 초과 : 보통예금 이율 (0.2%) 제한없음 변동금리상품 : 가입기간은 36개월이며, 매1년 회전주기 단위로 약정이율 변동 
중도해지이율 - ① 1개월 미만 : 보통예금이율 (0.2%)
② 1개월이상~6개월미만 : 약정이율X50%
③ 6개월이상~12개월미만 : 약정이율X55%
④ 완료된 회전주기기간(12개월) : 약정이율(12개월주기마다 변동이율 적용)"
197,D,1,"e-회전정기예금(1년단위,변동금리) - 인터넷,스마트폰 ① 만기 후 1개월 이내 : 최종회전금리와 만기시 동일상품 신규 약정금리 중 낮은 금리
② 만기 후 1개월 초과 : 보통예금 이율 (0.2%) 인터넷 및 모바일뱅킹 사용자 변동금리상품 : 가입기간은 36개월이며, 매1년 회전주기 단위로 약정이율 변동 
중도해지이율 - ① 1개월 미만 : 보통예금이율 (0.2%)
② 1개월이상~6개월미만 : 약정이율X50%
③ 6개월이상~12개월미만 : 약정이율X55%
④ 완료된 회전주기기간(12개월) : 약정이율(12개월주기마다 변동이율 적용)"
